fips,state,county,seat,lat,lon,int_lat,int_lon,point_source
45005,SC,Allendale County,Allendale,33.008888888889,-81.308611111111,32.979757,-81.363265,seat
45007,SC,Anderson County,Anderson,34.503333333333,-82.650277777778,34.521235,-82.638603,seat
45009,SC,Bamberg County,Bamberg,33.298333333333,-81.031944444444,33.203021,-81.053161,seat
45015,SC,Berkeley County,Moncks Corner,33.19632,-80.01429,33.2077,-79.953655,seat
45017,SC,Calhoun County,St. Matthews,33.664722222222,-80.778888888889,33.67478,-80.780347,seat
45019,SC,Charleston County,Charleston,32.783333333333,-79.931944444444,32.800458,-79.94248,seat
45021,SC,Cherokee County,Gaffney,35.071944444444,-81.653055555556,35.049796,-81.607647,seat
45027,SC,Clarendon County,Manning,33.693997222222,-80.215408333333,33.664682,-80.217889,seat
45031,SC,Darlington County,Darlington,34.301388888889,-79.868611111111,34.332185,-79.962115,seat
45033,SC,Dillon County,Dillon,34.417777777778,-79.368055555556,34.390209,-79.375294,seat
45035,SC,Dorchester County,St. George,33.186,-80.57565,33.082186,-80.404697,seat
45043,SC,Georgetown County,Georgetown,33.3675,-79.293888888889,33.417531,-79.296333,seat
45047,SC,Greenwood County,Greenwood,34.189722222222,-82.154722222222,34.155796,-82.127876,seat
45051,SC,Horry County,Conway,33.838055555556,-79.056111111111,33.909269,-78.976675,seat
45053,SC,Jasper County,Ridgeland,32.48074,-80.98039,32.43059,-81.021627,seat
45073,SC,Oconee County,Walhalla,34.767222222222,-83.064444444444,34.748766,-83.06154,seat
45079,SC,Richland County,Columbia,34.000555555556,-81.044166666667,34.029095,-80.898037,seat
45081,SC,Saluda County,Saluda,34.003055555556,-81.771666666667,34.005278,-81.727903,seat
45087,SC,Union County,Union,34.717222222222,-81.625,34.690397,-81.615896,seat
46009,SD,Bon Homme County,Tyndall,42.991666666667,-97.863611111111,42.985799,-97.884199,seat
46017,SD,Buffalo County,Gann Valley,44.033333333333,-98.9875,44.044306,-99.203998,seat
46025,SD,Clark County,Clark,44.879444444444,-97.734166666667,44.855211,-97.724912,seat
46035,SD,Davison County,Mitchell,43.713888888889,-98.026388888889,43.680439,-98.155868,seat
46039,SD,Deuel County,Clear Lake,44.755277777778,-96.685,44.75629,-96.690239,seat
46041,SD,Dewey County,Timber Lake,45.428611111111,-101.07472222222,45.148049,-100.837953,seat
46047,SD,Fall River County,Hot Springs,43.431666666667,-103.47416666667,43.221619,-103.512609,seat
46049,SD,Faulk County,Faulkton,45.033333333333,-99.128055555556,45.065476,-99.153564,seat
46051,SD,Grant County,Milbank,45.218611111111,-96.633611111111,45.172637,-96.772261,seat
46057,SD,Hamlin County,Hayti,44.6575,-97.204444444444,44.680619,-97.178598,seat
46065,SD,Hughes County,Pierre,44.368361111111,-100.35113888889,44.384452,-99.975684,seat
46069,SD,Hyde County,Highmore,44.518611111111,-99.441111111111,44.537174,-99.472736,seat
46071,SD,Jackson County,Kadoka,43.835277777778,-101.51222222222,43.677506,-101.626323,seat
46075,SD,Jones County,Murdo,43.888055555556,-100.71111111111,43.951991,-100.686138,seat
46081,SD,Lawrence County,Deadwood,44.376666666667,-103.72916666667,44.348514,-103.806362,seat
46089,SD,McPherson County,Leola,45.721111111111,-98.938611111111,45.784249,-99.211421,seat
46097,SD,Miner County,Howard,44.010555555556,-97.526388888889,44.021541,-97.608122,seat
46101,SD,Moody County,Flandreau,44.047777777778,-96.596388888889,44.012429,-96.676054,seat
46103,SD,Pennington County,Rapid City,44.081055555556,-103.22866666667,44.002349,-102.823801,seat
46105,SD,Perkins County,Bison,45.523888888889,-102.46472222222,45.483387,-102.467995,seat
46107,SD,Potter County,Gettysburg,45.011944444444,-99.955277777778,45.052713,-99.962003,seat
46111,SD,Sanborn County,Woonsocket,44.052777777778,-98.273611111111,44.018942,-98.091709,seat
46115,SD,Spink County,Redfield,44.875277777778,-98.517777777778,44.923772,-98.339615,seat
46121,SD,Todd County,Winner,43.373888888889,-99.857777777778,43.208794,-100.707664,seat
46125,SD,Turner County,Parker,43.397222222222,-97.137222222222,43.30867,-97.150185,seat
46135,SD,Yankton County,Yankton,42.871305555556,-97.396694444444,43.006603,-97.388361,seat
47005,TN,Benton County,Camden,36.046344,-88.085944,36.070948,-88.071232,seat
47015,TN,Cannon County,Woodbury,35.823611111111,-86.070277777778,35.808394,-86.062404,seat
47021,TN,Cheatham County,Ashland City,36.267954,-87.054877,36.255169,-87.100808,seat
47033,TN,Crockett County,Alamo,35.784166666667,-89.115833333333,35.818795,-89.132494,seat
47047,TN,Fayette County,Somerville,35.2437,-89.35007,35.196993,-89.413803,seat
47057,TN,Grainger County,Rutledge,36.28,-83.518055555556,36.277509,-83.509546,seat
47061,TN,Grundy County,Altamont,35.433954,-85.732428,35.393352,-85.710374,seat
47065,TN,Hamilton County,Chattanooga,35.045555555556,-85.267222222222,35.163472,-85.201843,seat
47079,TN,Henry County,Paris,36.301111111111,-88.313888888889,36.325295,-88.300288,seat
47093,TN,Knox County,Knoxville,35.961666666667,-83.923333333333,35.992726,-83.937721,seat
47095,TN,Lake County,Tiptonville,36.3775,-89.476111111111,36.333905,-89.485536,seat
47097,TN,Lauderdale County,Ripley,35.743055555556,-89.533888888889,35.762951,-89.627732,seat
47099,TN,Lawrence County,Lawrenceburg,35.243611111111,-87.334444444444,35.220476,-87.396546,seat
47101,TN,Lewis County,Hohenwald,35.547222222222,-87.551388888889,35.523244,-87.496983,seat
47105,TN,Loudon County,Loudon,35.733888888889,-84.349444444444,35.735085,-84.314085,seat
47109,TN,McNairy County,Selmer,35.172222222222,-88.593055555556,35.175375,-88.56374,seat
47117,TN,Marshall County,Lewisburg,35.449166666667,-86.793055555556,35.468329,-86.765868,seat
47121,TN,Meigs County,Decatur,35.518888888889,-84.793333333333,35.512203,-84.816102,seat
47127,TN,Moore County,Lynchburg,35.284166666667,-86.3575,35.288888,-86.358684,seat
47151,TN,Scott County,Huntsville,36.4108,-84.495,36.430592,-84.504091,seat
47159,TN,Smith County,Carthage,36.25496,-85.949211,36.256645,-85.941915,seat
47161,TN,Stewart County,Dover,36.482222222222,-87.844722222222,36.458464,-87.811889,seat
47163,TN,Sullivan County,Blountville,36.533312,-82.326474,36.509681,-82.301336,seat
47165,TN,Sumner County,Gallatin,36.381388888889,-86.451388888889,36.472423,-86.458405,seat
47179,TN,Washington County,Jonesborough,36.294166666667,-82.4725,36.295665,-82.495037,seat
47185,TN,White County,Sparta,35.932222222222,-85.469722222222,35.927049,-85.455785,seat
48001,TX,Anderson County,Palestine,31.758055555556,-95.638611111111,31.841261,-95.661727,seat
48003,TX,Andrews County,Andrews,32.316666666667,-102.55,32.312258,-102.640206,seat
48005,TX,Angelina County,Lufkin,31.3369,-94.7303,31.251896,-94.611134,seat
48017,TX,Bailey County,Muleshoe,34.229166666667,-102.72838888889,34.067521,-102.830345,seat
48019,TX,Bandera County,Bandera,29.725,-99.075,29.756389,-99.248285,seat
48023,TX,Baylor County,Seymour,33.5917,-99.2608,33.618802,-99.208189,seat
48025,TX,Bee County,Beeville,28.405277777778,-97.750555555556,28.416077,-97.742586,seat
48027,TX,Bell County,Belton,31.0589,-97.4633,31.04275,-97.481268,seat
48029,TX,Bexar County,San Antonio,29.425,-98.493888888889,29.448671,-98.520147,seat
48031,TX,Blanco County,Johnson City,30.2764,-98.4081,30.266203,-98.399332,seat
48033,TX,Borden County,Gail,32.770277777778,-101.44527777778,32.73859,-101.439199,seat
48039,TX,Brazoria County,Angleton,29.166111111111,-95.427777777778,29.167817,-95.434647,seat
48047,TX,Brooks County,Falfurrias,27.224416666667,-98.145194444444,27.034994,-98.215276,seat
48049,TX,Brown County,Brownwood,31.708055555556,-98.9825,31.764137,-98.998456,seat
48051,TX,Burleson County,Caldwell,30.52833,-96.70028,30.493487,-96.622091,seat
48053,TX,Burnet County,Burnet,30.758888888889,-98.226388888889,30.78963,-98.201187,seat
48055,TX,Caldwell County,Lockhart,29.8819,-97.6761,29.832399,-97.628141,seat
48061,TX,Cameron County,Brownsville,25.930277777778,-97.484444444444,26.102923,-97.478958,seat
48065,TX,Carson County,Panhandle,35.3475,-101.382,35.405496,-101.355356,seat
48079,TX,Cochran County,Morton,33.725,-102.759,33.60844,-102.830449,seat
48081,TX,Coke County,Robert Lee,31.894805555556,-100.48563888889,31.87711,-100.635231,seat
48087,TX,Collingsworth County,Wellington,34.8547,-100.214,34.963358,-100.272135,seat
48089,TX,Colorado County,Columbus,29.702777777778,-96.557055555556,29.596296,-96.508935,seat
48091,TX,Comal County,New Braunfels,29.7,-98.116666666667,29.812377,-98.258129,seat
48097,TX,Cooke County,Gainesville,33.6303,-97.1403,33.639196,-97.210343,seat
48099,TX,Coryell County,Gatesville,31.4367,-97.7353,31.391177,-97.798022,seat
48109,TX,Culberson County,Van Horn,31.044166666667,-104.8325,31.445908,-104.526945,seat
48111,TX,Dallam County,Dalhart,36.060833333333,-102.51861111111,36.28637,-102.59402,seat
48113,TX,Dallas County,Dallas,32.779166666667,-96.808888888889,32.766987,-96.778424,seat
48115,TX,Dawson County,Lamesa,32.734444444444,-101.95805555556,32.742528,-101.948771,seat
48117,TX,Deaf Smith County,Hereford,34.8219,-102.399,34.940766,-102.607564,seat
48125,TX,Dickens County,Dickens,33.6214,-100.835,33.615363,-100.787617,seat
48133,TX,Eastland County,Eastland,32.398611111111,-98.821111111111,32.324645,-98.83656,seat
48135,TX,Ector County,Odessa,31.863333333333,-102.36555555556,31.865301,-102.542507,seat
48141,TX,El Paso County,El Paso,31.759166666667,-106.48861111111,31.766456,-106.24152,seat
48143,TX,Erath County,Stephenville,32.2206958,-98.2022633,32.236669,-98.220545,seat
48145,TX,Falls County,Marlin,31.30778,-96.89278,31.25193,-96.934127,seat
48151,TX,Fisher County,Roby,32.7447,-100.381,32.740473,-100.40312,seat
48153,TX,Floyd County,Floydada,33.983888888889,-101.33722222222,34.07373,-101.303274,seat
48155,TX,Foard County,Crowell,33.9858,-99.7244,33.963306,-99.816828,seat
48157,TX,Fort Bend County,Richmond,29.5808,-95.7631,29.526602,-95.771015,seat
48159,TX,Franklin County,Mount Vernon,33.1819,-95.2242,33.175846,-95.219066,seat
48163,TX,Frio County,Pearsall,28.8914,-99.095,28.869383,-99.109005,seat
48177,TX,Gonzales County,Gonzales,29.5089,-97.4478,29.461912,-97.49192,seat
48181,TX,Grayson County,Sherman,33.6411,-96.61,33.624548,-96.675777,seat
48187,TX,Guadalupe County,Seguin,29.574444444444,-97.965277777778,29.582671,-97.948995,seat
48191,TX,Hall County,Memphis,34.72667,-100.54139,34.453189,-100.576343,seat
48193,TX,Hamilton County,Hamilton,31.7033,-98.1203,31.707342,-98.111756,seat
48205,TX,Hartley County,Channing,35.683611111111,-102.33194444444,35.840244,-102.610047,seat
48207,TX,Haskell County,Haskell,33.1603,-99.7344,33.175964,-99.730774,seat
48215,TX,Hidalgo County,Edinburg,26.3042,-98.1639,26.396384,-98.18099,seat
48217,TX,Hill County,Hillsboro,32.0094,-97.1244,31.982681,-97.130668,seat
48219,TX,Hockley County,Levelland,33.584722222222,-102.37222222222,33.605932,-102.343398,seat
48221,TX,Hood County,Granbury,32.441944444444,-97.781388888889,32.430149,-97.831677,seat
48225,TX,Houston County,Crockett,31.3169,-95.4583,31.323036,-95.4216,seat
48233,TX,Hutchinson County,Stinnett,35.8261,-101.444,35.837047,-101.362746,seat
48235,TX,Irion County,Mertzon,31.25972,-100.82056,31.303424,-100.981304,seat
48239,TX,Jackson County,Edna,28.9767,-96.6467,28.959802,-96.58908,seat
48241,TX,Jasper County,Jasper,30.922222222222,-93.998888888889,30.752932,-94.022294,seat
48243,TX,Jeff Davis County,Fort Davis,30.578361111111,-103.89219444444,30.625357,-104.191873,seat
48245,TX,Jefferson County,Beaumont,30.08,-94.126666666667,29.854,-94.149331,seat
48249,TX,Jim Wells County,Alice,27.75056,-98.07028,27.733516,-98.090814,seat
48261,TX,Kenedy County,Sarita,27.221666666667,-97.789166666667,26.890213,-97.591143,seat
48267,TX,Kimble County,Junction,30.4897,-99.7714,30.479472,-99.746396,seat
48269,TX,King County,Guthrie,33.6206,-100.323,33.614268,-100.245345,seat
48277,TX,Lamar County,Paris,33.662508,-95.547692,33.667263,-95.570348,seat
48283,TX,La Salle County,Cotulla,28.4342,-99.2364,28.351098,-99.096774,seat
48291,TX,Liberty County,Liberty,30.0575,-94.7967,30.158508,-94.844061,seat
48293,TX,Limestone County,Springfield,31.65961,-96.48276,31.547543,-96.593623,seat
48301,TX,Loving County,Mentone,31.707444444444,-103.59888888889,31.844936,-103.561229,seat
48305,TX,Lynn County,Tahoka,33.163888888889,-101.795,33.178412,-101.818493,seat
48311,TX,McMullen County,Tilden,28.4598553,-98.5486767,28.384922,-98.578853,seat
48313,TX,Madison County,Madisonville,30.95083,-95.9125,30.966878,-95.930372,seat
48315,TX,Marion County,Jefferson,32.7611,-94.3494,32.798182,-94.356853,seat
48317,TX,Martin County,Stanton,32.1308,-101.792,32.30983,-101.961836,seat
48319,TX,Mason County,Mason,30.74778,-99.23167,30.703916,-99.237302,seat
48321,TX,Matagorda County,Bay City,28.9808,-95.9644,28.77476,-96.001532,seat
48323,TX,Maverick County,Eagle Pass,28.7106,-100.489,28.729787,-100.316678,seat
48333,TX,Mills County,Goldthwaite,31.453138888889,-98.569805555556,31.494888,-98.594623,seat
48335,TX,Mitchell County,Colorado City,32.3961,-100.862,32.304117,-100.924392,seat
48339,TX,Montgomery County,Conroe,30.3161,-95.4589,30.298801,-95.50295,seat
48357,TX,Ochiltree County,Perryton,36.393611111111,-100.79694444444,36.278744,-100.815864,seat
48365,TX,Panola County,Carthage,32.151944444444,-94.337222222222,32.163978,-94.305156,seat
48371,TX,Pecos County,Fort Stockton,30.891388888889,-102.885,30.773298,-102.718153,seat
48379,TX,Rains County,Emory,32.8767,-95.7664,32.870457,-95.795613,seat
48381,TX,Randall County,Canyon,34.979444444444,-101.92583333333,34.962529,-101.895547,seat
48383,TX,Reagan County,Big Lake,31.193888888889,-101.45888888889,31.375191,-101.514395,seat
48385,TX,Real County,Leakey,29.7253,-99.7614,29.830097,-99.812549,seat
48387,TX,Red River County,Clarksville,33.6111,-95.0525,33.619625,-95.048429,seat
48389,TX,Reeves County,Pecos,31.4156,-103.5,31.308366,-103.712706,seat
48393,TX,Roberts County,Miami,35.69278,-100.63889,35.838596,-100.836682,seat
48395,TX,Robertson County,Franklin,31.0261,-96.4861,31.025481,-96.514941,seat
48397,TX,Rockwall County,Rockwall,32.92,-96.459722222222,32.899886,-96.41205,seat
48399,TX,Runnels County,Ballinger,31.733333333333,-99.95,31.845119,-99.982715,seat
48401,TX,Rusk County,Henderson,32.1539,-94.8028,32.109423,-94.756382,seat
48403,TX,Sabine County,Hemphill,31.3425,-93.855,31.3433,-93.851913,seat
48405,TX,San Augustine County,San Augustine,31.5311,-94.1108,31.382449,-94.16318,seat
48407,TX,San Jacinto County,Coldspring,30.5881,-95.1333,30.574388,-95.163136,seat
48409,TX,San Patricio County,Sinton,28.0347,-97.5089,28.011794,-97.517157,seat
48415,TX,Scurry County,Snyder,32.715555555556,-100.91444444444,32.744353,-100.913346,seat
48421,TX,Sherman County,Stratford,36.3361,-102.071,36.278593,-101.899265,seat
48433,TX,Stonewall County,Aspermont,33.13917,-100.22806,33.17958,-100.253807,seat
48435,TX,Sutton County,Sonora,30.5681,-100.644,30.522185,-100.513359,seat
48437,TX,Swisher County,Tulia,34.5358,-101.759,34.526319,-101.743865,seat
48439,TX,Tarrant County,Fort Worth,32.756388888889,-97.3325,32.772119,-97.291224,seat
48441,TX,Taylor County,Abilene,32.446388888889,-99.745555555556,32.297126,-99.89043,seat
48443,TX,Terrell County,Sanderson,30.1411,-102.396,30.232343,-102.072513,seat
48453,TX,Travis County,Austin,30.3,-97.733333333333,30.239513,-97.69127,seat
48465,TX,Val Verde County,Del Rio,29.370833333333,-100.89583333333,29.875285,-101.143324,seat
48473,TX,Waller County,Hempstead,30.0914,-96.0814,30.01359,-95.982149,seat
48479,TX,Webb County,Laredo,27.506111111111,-99.507222222222,27.760799,-99.340752,seat
48485,TX,Wichita County,Wichita Falls,33.896944444444,-98.515,33.988212,-98.70801,seat
48487,TX,Wilbarger County,Vernon,34.1511,-99.2906,34.08492,-99.24244,seat
48497,TX,Wise County,Decatur,33.233333333333,-97.583333333333,33.219095,-97.653997,seat
48501,TX,Yoakum County,Plains,33.1903,-102.827,33.162339,-102.832241,seat
48503,TX,Young County,Graham,33.1008,-98.5792,33.158778,-98.67839,seat
48505,TX,Zapata County,Zapata,26.9061,-99.27,26.996981,-99.182603,seat
48507,TX,Zavala County,Crystal City,28.6844,-99.8278,28.864652,-99.75983,seat
49001,UT,Beaver County,Beaver,38.2764,-112.639,38.357535,-113.238948,seat
49007,UT,Carbon County,Price,39.6,-110.80666666667,39.673284,-110.588484,seat
49011,UT,Davis County,Farmington,40.986666666667,-111.89916666667,41.037559,-112.201943,seat
49021,UT,Iron County,Parowan,37.841111111111,-112.83111111111,37.909304,-113.30674,seat
49025,UT,Kane County,Kanab,37.035555555556,-112.53111111111,37.275089,-111.815329,seat
49027,UT,Millard County,Fillmore,38.967777777778,-112.33083333333,38.956744,-113.133092,seat
49031,UT,Piute County,Junction,38.236388888889,-112.22305555556,38.335881,-112.129375,seat
49033,UT,Rich County,Randolph,41.664444444444,-111.18333333333,41.627598,-111.240227,seat
49037,UT,San Juan County,Monticello,37.869166666667,-109.34194444444,37.602633,-109.791574,seat
49039,UT,Sanpete County,Manti,39.264722222222,-111.63888888889,39.373426,-111.576933,seat
49045,UT,Tooele County,Tooele,40.530555555556,-112.29861111111,40.467753,-113.123979,seat
49047,UT,Uintah County,Vernal,40.4547,-109.536,40.125887,-109.517748,seat
49051,UT,Wasatch County,Heber City,40.506666666667,-111.41222222222,40.334884,-111.161568,seat
49053,UT,Washington County,St. George,37.095277777778,-113.57805555556,37.262531,-113.4878,seat
50003,VT,Bennington County,Manchester,43.1653655,-73.0676568,43.035328,-73.111496,seat
50009,VT,Essex County,Guildhall,44.5475675,-71.6283358,44.724021,-71.732736,seat
50013,VT,Grand Isle County,North Hero,44.831666666667,-73.273888888889,44.801787,-73.300759,seat
50015,VT,Lamoille County,Hyde Park,44.6245275,-72.5647598,44.611192,-72.632659,seat
50023,VT,Washington County,Montpelier,44.2658586,-72.5717415,44.274969,-72.609444,seat
50025,VT,Windham County,Newfane,42.983333333333,-72.658333333333,42.995304,-72.721877,seat
50027,VT,Windsor County,Woodstock,43.624166666667,-72.518333333333,43.572448,-72.598813,seat
51001,VA,Accomack County,Accomac,37.718611111111,-75.667222222222,37.765944,-75.757807,seat
51003,VA,Albemarle County,Charlottesville,38.0299,-78.479,38.024184,-78.553506,seat
51011,VA,Appomattox County,Appomattox,37.3589,-78.8264,37.370725,-78.81094,seat
51025,VA,Brunswick County,Lawrenceville,36.7583,-77.8506,36.764204,-77.861483,seat
51027,VA,Buchanan County,Grundy,37.2785,-82.1,37.26812,-82.038151,seat
51073,VA,Gloucester County,Gloucester Courthouse,37.4128,-76.5242,37.403541,-76.523505,seat
51075,VA,Goochland County,Goochland,37.6844,-77.8853,37.718814,-77.917626,seat
51083,VA,Halifax County,Halifax,36.76597,-78.92834,36.766461,-78.939614,seat
51089,VA,Henry County,Martinsville,36.686143,-79.869171,36.620612,-79.980662,seat
51091,VA,Highland County,Monterey,38.4119,-79.5806,38.366243,-79.564472,seat
51105,VA,Lee County,Jonesville,36.6881,-83.1164,36.701721,-83.130112,seat
51125,VA,Nelson County,Lovingston,37.76,-78.8708,37.789079,-78.88344,seat
51137,VA,Orange County,Orange,38.2458,-78.1097,38.249326,-78.011092,seat
51139,VA,Page County,Luray,38.6642,-78.4544,38.623209,-78.491872,seat
51147,VA,Prince Edward County,Farmville,37.3021,-78.39194,37.224881,-78.432957,seat
51155,VA,Pulaski County,Pulaski,37.05,-80.7722,37.063385,-80.713444,seat
51159,VA,Richmond County,Warsaw,37.9575,-76.7583,37.942894,-76.730561,seat
51167,VA,Russell County,Lebanon,36.9008,-82.0769,36.93342,-82.095934,seat
51169,VA,Scott County,Gate City,36.6383,-82.5806,36.712776,-82.613624,seat
51183,VA,Sussex County,Sussex,37.9153,-77.2792,36.926645,-77.259732,seat
51185,VA,Tazewell County,Tazewell,37.11484,-81.51955,37.125395,-81.562924,seat
51195,VA,Wise County,Wise,36.9781,-82.5769,36.974561,-82.62156,seat
51580,VA,Covington city,(internal point),37.78106,-79.985434,37.78106,-79.985434,internal_point
