fips,state,county,seat,lat,lon,int_lat,int_lon,point_source
01001,AL,Autauga County,Prattville,32.459135,-86.451305,32.532237,-86.64644,seat
01003,AL,Baldwin County,Bay Minette,30.883446,-87.777183,30.659218,-87.746067,seat
01005,AL,Barbour County,Clayton,31.877504,-85.449024,31.870253,-85.405104,seat
01007,AL,Bibb County,Centreville,32.95,-87.134708,33.015893,-87.127148,seat
01009,AL,Blount County,Oneonta,33.942222222222,-86.478888888889,33.977358,-86.56644,seat
01011,AL,Bullock County,Union Springs,32.14,-85.712777777778,32.101759,-85.717261,seat
01013,AL,Butler County,Greenville,31.831273,-86.627567,31.751667,-86.681969,seat
01015,AL,Calhoun County,Anniston,33.663003,-85.826664,33.770516,-85.827909,seat
01017,AL,Chambers County,LaFayette,32.898572,-85.400784,32.915504,-85.394032,seat
01019,AL,Cherokee County,Centre,34.159181,-85.674742,34.069515,-85.654242,seat
01021,AL,Chilton County,Clanton,32.83981,-86.628188,32.854051,-86.726607,seat
01023,AL,Choctaw County,Butler,32.091526,-88.220684,31.990954,-88.248889,seat
01025,AL,Clarke County,Grove Hill,31.706137,-87.774274,31.685521,-87.818624,seat
01027,AL,Clay County,Ashland,33.272206,-85.836925,33.2704,-85.863525,seat
01029,AL,Cleburne County,Heflin,33.643754,-85.582701,33.671964,-85.516126,seat
01031,AL,Coffee County,Elba,31.417263,-86.077442,31.402258,-85.989602,seat
01033,AL,Colbert County,Tuscumbia,34.730839,-87.702854,34.703112,-87.801457,seat
01035,AL,Conecuh County,Evergreen,31.435025,-86.954905,31.430926,-86.988722,seat
01037,AL,Coosa County,Rockford,32.888181,-86.219575,32.931445,-86.243482,seat
01039,AL,Covington County,Andalusia,31.309,-86.479,31.243987,-86.448721,seat
01041,AL,Crenshaw County,Luverne,31.7144,-86.2633,31.730311,-86.320038,seat
01043,AL,Cullman County,Cullman,34.1775,-86.8447,34.131923,-86.869267,seat
01045,AL,Dale County,Ozark,31.448169,-85.642009,31.430654,-85.609476,seat
01047,AL,Dallas County,Selma,32.416388888889,-87.024722222222,32.333526,-87.11436,seat
01049,AL,DeKalb County,Fort Payne,34.453829,-85.706648,34.460915,-85.804021,seat
01051,AL,Elmore County,Wetumpka,32.540972,-86.207726,32.597229,-86.142735,seat
01053,AL,Escambia County,Brewton,31.117706,-87.071164,31.122287,-87.16841,seat
01055,AL,Etowah County,Gadsden,34.010147,-86.010356,34.047641,-86.034263,seat
01057,AL,Fayette County,Fayette,33.692068,-87.832358,33.716157,-87.764292,seat
01059,AL,Franklin County,Russellville,34.510344,-87.728248,34.441989,-87.842814,seat
01061,AL,Geneva County,Geneva,31.0411132,-85.8764248,31.092382,-85.821022,seat
01063,AL,Greene County,Eutaw,32.840555555556,-87.889166666667,32.844497,-87.9642,seat
01065,AL,Hale County,Greensboro,32.70234,-87.596216,32.752796,-87.623061,seat
01067,AL,Henry County,Abbeville,31.566388888889,-85.251388888889,31.516978,-85.239971,seat
01069,AL,Houston County,Dothan,31.227222222222,-85.407222222222,31.158183,-85.296411,seat
01071,AL,Jackson County,Scottsboro,34.67231,-86.03415,34.764114,-85.980056,seat
01073,AL,Jefferson County,Birmingham,33.5175,-86.809444444444,33.553444,-86.896536,seat
01075,AL,Lamar County,Vernon,33.756414,-88.111409,33.787085,-88.087431,seat
01077,AL,Lauderdale County,Florence,34.820277777778,-87.662777777778,34.904168,-87.651108,seat
01079,AL,Lawrence County,Moulton,34.482307,-87.285621,34.529776,-87.321865,seat
01081,AL,Lee County,Opelika,32.647183333333,-85.389402777778,32.604064,-85.353048,seat
01083,AL,Limestone County,Athens,34.791666666667,-86.966666666667,34.810239,-86.981399,seat
01085,AL,Lowndes County,Hayneville,32.182365,-86.580468,32.147888,-86.650586,seat
01087,AL,Macon County,Tuskegee,32.431506,-85.706781,32.387027,-85.692887,seat
01089,AL,Madison County,Huntsville,34.713611111111,-86.586111111111,34.764238,-86.55108,seat
01091,AL,Marengo County,Linden,32.301111111111,-87.792777777778,32.247591,-87.791091,seat
01093,AL,Marion County,Hamilton,34.135305,-87.98898,34.138219,-87.881551,seat
01095,AL,Marshall County,Guntersville,34.348197,-86.294523,34.309564,-86.321668,seat
01097,AL,Mobile County,Mobile,30.727669444444,-88.052672222222,30.684572,-88.196568,seat
01099,AL,Monroe County,Monroeville,31.518075,-87.327543,31.580353,-87.383342,seat
01101,AL,Montgomery County,Montgomery,32.3675,-86.3,32.202881,-86.204461,seat
01103,AL,Morgan County,Decatur,34.580992,-86.983392,34.454484,-86.846402,seat
01105,AL,Perry County,Marion,32.632838,-87.317284,32.639005,-87.293827,seat
01107,AL,Pickens County,Carrollton,33.260858,-88.094452,33.2968,-88.096864,seat
01109,AL,Pike County,Troy,31.80196,-85.967317,31.798653,-85.941608,seat
01111,AL,Randolph County,Wedowee,33.308603,-85.485447,33.296461,-85.464064,seat
01113,AL,Russell County,Phenix City,32.472777777778,-85.02,32.289811,-85.18698,seat
01115,AL,St. Clair County,Pell City,33.570907,-86.273845,33.719491,-86.311327,seat
01117,AL,Shelby County,Columbiana,33.183545,-86.609365,33.266893,-86.661007,seat
01119,AL,Sumter County,Livingston,32.587332,-88.188161,32.597481,-88.200057,seat
01121,AL,Talladega County,Talladega,33.434728,-86.101299,33.369314,-86.17593,seat
01123,AL,Tallapoosa County,Dadeville,32.831388888889,-85.763611111111,32.863308,-85.799618,seat
01125,AL,Tuscaloosa County,Tuscaloosa,33.206666666667,-87.534722222222,33.29022,-87.522783,seat
01127,AL,Walker County,Jasper,33.842347,-87.277174,33.791558,-87.301094,seat
01129,AL,Washington County,Chatom,31.461666666667,-88.248055555556,31.408503,-88.212404,seat
01131,AL,Wilcox County,Camden,31.998851,-87.295743,31.990082,-87.304935,seat
01133,AL,Winston County,Double Springs,34.151642,-87.40439,34.154566,-87.365346,seat
04001,AZ,Apache County,St. Johns,34.501944444444,-109.37166666667,35.385084,-109.490172,seat
04003,AZ,Cochise County,Bisbee,31.418333333333,-109.89777777778,31.840129,-109.775163,seat
04005,AZ,Coconino County,Flagstaff,35.199166666667,-111.63111111111,35.829692,-111.773728,seat
04007,AZ,Gila County,Globe,33.399722222222,-110.78166666667,33.789618,-110.81187,seat
04009,AZ,Graham County,Safford,32.823055555556,-109.71444444444,32.931828,-109.87831,seat
04011,AZ,Greenlee County,Clifton,33.0509,-109.29618,33.238872,-109.242323,seat
04012,AZ,La Paz County,Parker,34.15,-114.28888888889,33.72761,-114.038806,seat
04013,AZ,Maricopa County,Phoenix,33.448333333333,-112.07388888889,33.345176,-112.49893,seat
04015,AZ,Mohave County,Kingman,35.208333333333,-114.025,35.717705,-113.749689,seat
04017,AZ,Navajo County,Holbrook,34.907222222222,-110.16277777778,35.390785,-110.321025,seat
04019,AZ,Pima County,Tucson,32.221666666667,-110.92638888889,32.128038,-111.783657,seat
04021,AZ,Pinal County,Florence,33.038611111111,-111.38694444444,32.918521,-111.366339,seat
04023,AZ,Santa Cruz County,Nogales,31.353888888889,-110.93916666667,31.525733,-110.845228,seat
04025,AZ,Yavapai County,Prescott,34.5400242,-112.4685025,34.631071,-112.577225,seat
04027,AZ,Yuma County,Yuma,32.692222222222,-114.61527777778,32.773942,-113.910905,seat
05001,AR,Arkansas County,DeWitt,34.291388888889,-91.336944444444,34.28957,-91.376547,seat
05003,AR,Ashley County,Hamburg,33.2275,-91.798333333333,33.190835,-91.772267,seat
05005,AR,Baxter County,Mountain Home,36.336111111111,-92.382222222222,36.280268,-92.329949,seat
05007,AR,Benton County,Bentonville,36.366666666667,-94.213333333333,36.337819,-94.256298,seat
05009,AR,Boone County,Harrison,36.237222222222,-93.113611111111,36.304299,-93.079236,seat
05011,AR,Bradley County,Warren,33.6125,-92.066666666667,33.466549,-92.169156,seat
05013,AR,Calhoun County,Hampton,33.536944444444,-92.465555555556,33.56046,-92.513879,seat
05015,AR,Carroll County,Eureka Springs,36.4031,-93.7383,36.33737,-93.540972,seat
05017,AR,Chicot County,Lake Village,33.331666666667,-91.283611111111,33.267139,-91.297158,seat
05019,AR,Clark County,Arkadelphia,34.121666666667,-93.066111111111,34.053316,-93.176208,seat
05021,AR,Clay County,Piggott,36.3839,-90.1928,36.367302,-90.418704,seat
05023,AR,Cleburne County,Heber Springs,35.494444444444,-92.039166666667,35.593628,-92.008898,seat
05025,AR,Cleveland County,Rison,33.957222222222,-92.189722222222,33.893201,-92.188714,seat
05027,AR,Columbia County,Magnolia,33.27389,-93.23333,33.223038,-93.232843,seat
05029,AR,Conway County,Morrilton,35.156388888889,-92.741944444444,35.26569,-92.689249,seat
05031,AR,Craighead County,Lake City,35.8178,-90.44,35.827729,-90.631421,seat
05033,AR,Crawford County,Van Buren,35.444444444444,-94.346666666667,35.582959,-94.236193,seat
05035,AR,Crittenden County,Marion,35.206111111111,-90.201666666667,35.197559,-90.30512,seat
05037,AR,Cross County,Wynne,35.2275,-90.7894,35.285692,-90.763984,seat
05039,AR,Dallas County,Fordyce,33.814722222222,-92.414444444444,33.967823,-92.653999,seat
05041,AR,Desha County,Napoleon,33.795638888889,-91.107111111111,33.828752,-91.244103,seat
05043,AR,Drew County,Monticello,33.627222222222,-91.793888888889,33.587242,-91.722778,seat
05045,AR,Faulkner County,Conway,35.087222222222,-92.453333333333,35.146548,-92.336928,seat
05047,AR,Franklin County,Charleston,35.298611111111,-94.040833333333,35.508558,-93.887665,seat
05049,AR,Fulton County,Salem,36.370555555556,-91.823888888889,36.381322,-91.819285,seat
05051,AR,Garland County,Hot Springs,34.503611111111,-93.055277777778,34.578852,-93.146932,seat
05053,AR,Grant County,Sheridan,34.307041666667,-92.401263888889,34.285568,-92.422979,seat
05055,AR,Greene County,Paragould,36.056944444444,-90.503055555556,36.120607,-90.566346,seat
05057,AR,Hempstead County,Hope,33.667778,-93.592222,33.735953,-93.664355,seat
05059,AR,Hot Spring County,Malvern,34.363888888889,-92.810833333333,34.315177,-92.944147,seat
05061,AR,Howard County,Nashville,33.9419,-93.8481,34.083064,-93.990931,seat
05063,AR,Independence County,Batesville,35.773611111111,-91.641388888889,35.737499,-91.559942,seat
05065,AR,Izard County,Melbourne,36.059722222222,-91.894444444444,36.094879,-91.913625,seat
05067,AR,Jackson County,Newport,35.611944444444,-91.262222222222,35.596467,-91.223205,seat
05069,AR,Jefferson County,Pine Bluff,34.228444444444,-92.003194444444,34.277239,-91.929673,seat
05071,AR,Johnson County,Clarksville,35.463888888889,-93.477222222222,35.573359,-93.466322,seat
05073,AR,Lafayette County,Lewisville,33.360555555556,-93.579444444444,33.240629,-93.611514,seat
05075,AR,Lawrence County,Walnut Ridge,36.0725,-90.9569,36.041098,-91.101153,seat
05077,AR,Lee County,Marianna,34.773888888889,-90.765,34.779505,-90.779717,seat
05079,AR,Lincoln County,Star City,33.940833333333,-91.8425,33.956385,-91.742355,seat
05081,AR,Little River County,Ashdown,33.673333333333,-94.127222222222,33.701941,-94.236287,seat
05083,AR,Logan County,Booneville,35.139722222222,-93.921388888889,35.218654,-93.72091,seat
05085,AR,Lonoke County,Lonoke,34.7842,-91.9008,34.755114,-91.894132,seat
05087,AR,Madison County,Huntsville,36.089722222222,-93.735,36.012545,-93.724053,seat
05089,AR,Marion County,Yellville,36.2297,-92.6853,36.266664,-92.678577,seat
05091,AR,Miller County,Texarkana,33.433055555556,-94.020555555556,33.305505,-93.901502,seat
05093,AR,Mississippi County,Blytheville,35.930833333333,-89.913888888889,35.766944,-90.052207,seat
05095,AR,Monroe County,Clarendon,34.694166666667,-91.308333333333,34.679512,-91.20331,seat
05097,AR,Montgomery County,Mount Ida,34.5539,-93.6306,34.545656,-93.664153,seat
05099,AR,Nevada County,Prescott,33.8025,-93.381944444444,33.666699,-93.305072,seat
05101,AR,Newton County,Jasper,36.0086,-93.1856,35.910742,-93.215898,seat
05103,AR,Ouachita County,Camden,33.570833333333,-92.835,33.591168,-92.878413,seat
05105,AR,Perry County,Perryville,35.0058,-92.8031,34.946363,-92.926877,seat
05107,AR,Phillips County,Helena-West Helena,34.529166666667,-90.59,34.423687,-90.855593,seat
05109,AR,Pike County,Murfreesboro,34.0664,-93.6892,34.158191,-93.658659,seat
05111,AR,Poinsett County,Harrisburg,35.5642,-90.7222,35.56887,-90.681104,seat
05113,AR,Polk County,Mena,34.582222222222,-94.239166666667,34.49096,-94.230894,seat
05115,AR,Pope County,Russellville,35.2783,-93.1369,35.456557,-93.026818,seat
05117,AR,Prairie County,DeValls Bluff,34.784722222222,-91.460277777778,34.831116,-91.55362,seat
05119,AR,Pulaski County,Little Rock,34.744444444444,-92.288055555556,34.770311,-92.312996,seat
05121,AR,Randolph County,Pocahontas,36.2636,-90.9733,36.341298,-91.028441,seat
05123,AR,St. Francis County,Forrest City,35.01,-90.7875,35.022838,-90.751506,seat
05125,AR,Saline County,Benton,34.570833333333,-92.576944444444,34.648525,-92.674463,seat
05127,AR,Scott County,Waldron,34.899166666667,-94.091388888889,34.858869,-94.063641,seat
05129,AR,Searcy County,Marshall,35.90972,-92.63611,35.896387,-92.695888,seat
05131,AR,Sebastian County,Greenwood,35.215555555556,-94.253333333333,35.196981,-94.274989,seat
05133,AR,Sevier County,De Queen,34.04,-94.341944444444,33.994877,-94.243279,seat
05135,AR,Sharp County,Ash Flat,36.231111111111,-91.609166666667,36.173399,-91.471069,seat
05137,AR,Stone County,Mountain View,35.865,-92.108611111111,35.857001,-92.140482,seat
05139,AR,Union County,El Dorado,33.213611111111,-92.6625,33.168219,-92.598145,seat
05141,AR,Van Buren County,Clinton,35.586388888889,-92.457777777778,35.582953,-92.515976,seat
05143,AR,Washington County,Fayetteville,36.076388888889,-94.160833333333,35.978001,-94.217269,seat
05145,AR,White County,Searcy,35.246944444444,-91.733611111111,35.255118,-91.753034,seat
05147,AR,Woodruff County,Augusta,35.286388888889,-91.360833333333,35.192777,-91.244535,seat
05149,AR,Yell County,Dardanelle,35.2225,-93.160277777778,34.997713,-93.408303,seat
06001,CA,Alameda County,Oakland,37.8,-122.25,37.647139,-121.912488,seat
06003,CA,Alpine County,Markleeville,38.695,-119.78027777778,38.621783,-119.798352,seat
06005,CA,Amador County,Jackson,38.348888888889,-120.77416666667,38.443549,-120.653858,seat
06007,CA,Butte County,Oroville,39.513611111111,-121.55666666667,39.665336,-121.603209,seat
06009,CA,Calaveras County,San Andreas,38.196111111111,-120.68055555556,38.191068,-120.554107,seat
06011,CA,Colusa County,Colusa,39.214444444444,-122.00944444444,39.177739,-122.237563,seat
06013,CA,Contra Costa County,Martinez,38.019444444444,-122.13416666667,37.919479,-121.951543,seat
06015,CA,Del Norte County,Crescent City,41.756111111111,-124.20166666667,41.749903,-123.980998,seat
06017,CA,El Dorado County,Placerville,38.729722222222,-120.79861111111,38.785612,-120.534225,seat
06019,CA,Fresno County,Fresno,36.781666666667,-119.79222222222,36.761006,-119.655019,seat
06021,CA,Glenn County,Willows,39.524444444444,-122.19361111111,39.602546,-122.4017,seat
06023,CA,Humboldt County,Eureka,40.801944444444,-124.16361111111,40.706655,-123.926176,seat
06025,CA,Imperial County,El Centro,32.792,-115.5630514,33.040814,-115.3554,seat
06027,CA,Inyo County,Independence,36.802777777778,-118.2,36.56216,-117.404209,seat
06029,CA,Kern County,Bakersfield,35.373333333333,-119.01888888889,35.346629,-118.729506,seat
06031,CA,Kings County,Hanford,36.3275,-119.64555555556,36.072478,-119.81553,seat
06033,CA,Lake County,Lakeport,39.043055555556,-122.91583333333,39.108009,-122.745217,seat
06035,CA,Lassen County,Susanville,40.417222222222,-120.64611111111,40.715287,-120.621223,seat
06037,CA,Los Angeles County,Los Angeles,34.05223,-118.24368,34.196398,-118.261862,seat
06039,CA,Madera County,Madera,36.961388888889,-120.06083333333,37.209821,-119.749802,seat
06041,CA,Marin County,San Rafael,37.973333333333,-122.53083333333,38.051367,-122.746396,seat
06043,CA,Mariposa County,Mariposa,37.48722,-119.96833,37.574343,-119.911721,seat
06045,CA,Mendocino County,Ukiah,39.15,-123.2075,39.432388,-123.442881,seat
06047,CA,Merced County,Merced,37.302222222222,-120.48305555556,37.194806,-120.722802,seat
06049,CA,Modoc County,Alturas,41.487222222222,-120.5425,41.592918,-120.71837,seat
06051,CA,Mono County,Bridgeport,38.255833333333,-119.23138888889,37.915836,-118.875167,seat
06053,CA,Monterey County,Salinas,36.677777777778,-121.65555555556,36.240104,-121.315578,seat
06055,CA,Napa County,Napa,38.3,-122.3,38.5071,-122.325904,seat
06057,CA,Nevada County,Nevada City,39.261388888889,-121.01861111111,39.297508,-120.771343,seat
06059,CA,Orange County,Santa Ana,33.740833333333,-117.88138888889,33.675687,-117.777207,seat
06061,CA,Placer County,Auburn,38.898611111111,-121.07444444444,39.062032,-120.722718,seat
06063,CA,Plumas County,Quincy,39.93611,-120.94778,39.992295,-120.824371,seat
06065,CA,Riverside County,Riverside,33.982222222222,-117.3725,33.729828,-116.002239,seat
06067,CA,Sacramento County,Sacramento,38.575277777778,-121.48611111111,38.450136,-121.344329,seat
06069,CA,San Benito County,Hollister,36.84694,-121.39806,36.611651,-121.085811,seat
06071,CA,San Bernardino County,San Bernardino,34.104166666667,-117.29222222222,34.856661,-116.181571,seat
06073,CA,San Diego County,San Diego,32.715,-117.1625,33.023604,-116.776117,seat
06075,CA,San Francisco County,San Francisco,37.775,-122.41944444444,37.727239,-123.032229,seat
06077,CA,San Joaquin County,Stockton,37.9575,-121.2925,37.934982,-121.272244,seat
06079,CA,San Luis Obispo County,San Luis Obispo,35.274166666667,-120.66305555556,35.388189,-120.448897,seat
06081,CA,San Mateo County,Redwood City,37.482777777778,-122.23611111111,37.414672,-122.371546,seat
06083,CA,Santa Barbara County,Santa Barbara,34.425833333333,-119.71416666667,34.536677,-120.038364,seat
06085,CA,Santa Clara County,San Jose,37.304166666667,-121.87277777778,37.221614,-121.68954,seat
06087,CA,Santa Cruz County,Santa Cruz,36.97205,-122.026252,37.012347,-122.007789,seat
06089,CA,Shasta County,Redding,40.586388888889,-122.39166666667,40.760514,-122.043556,seat
06091,CA,Sierra County,Downieville,39.5675,-120.81222222222,39.576925,-120.521993,seat
06093,CA,Siskiyou County,Yreka,41.726666666667,-122.6375,41.587986,-122.533287,seat
06095,CA,Solano County,Fairfield,38.257777777778,-122.05416666667,38.267226,-121.939594,seat
06097,CA,Sonoma County,Santa Rosa,38.448611111111,-122.70472222222,38.525182,-122.92611,seat
06099,CA,Stanislaus County,Modesto,37.661388888889,-120.99444444444,37.562316,-121.002831,seat
06101,CA,Sutter County,Yuba City,39.134722222222,-121.62611111111,39.03619,-121.70394,seat
06103,CA,Tehama County,Red Bluff,40.176666666667,-122.23805555556,40.126157,-122.232274,seat
06105,CA,Trinity County,Weaverville,40.7367,-122.936,40.647858,-123.114666,seat
06107,CA,Tulare County,Visalia,36.33023,-119.29206,36.228834,-118.781055,seat
06109,CA,Tuolumne County,Sonora,37.984444444444,-120.38166666667,38.021434,-119.964733,seat
06111,CA,Ventura County,Ventura,34.26778,-119.254206,34.358748,-119.133145,seat
06113,CA,Yolo County,Woodland,38.678611111111,-121.77333333333,38.679609,-121.90275,seat
06115,CA,Yuba County,Marysville,39.145833333333,-121.59138888889,39.27013,-121.344259,seat
08001,CO,Adams County,Brighton,39.9742,-104.81,39.874325,-104.331872,seat
08003,CO,Alamosa County,Alamosa,37.46861,-105.87361,37.568442,-105.788041,seat
08005,CO,Arapahoe County,Littleton,39.613321,-105.0166498,39.644554,-104.331706,seat
08007,CO,Archuleta County,Pagosa Springs,37.268055555556,-107.00777777778,37.202395,-107.050863,seat
08009,CO,Baca County,Springfield,37.4067,-102.617,37.30978,-102.543741,seat
08011,CO,Bent County,Las Animas,38.0669,-103.226,37.931891,-103.077584,seat
08013,CO,Boulder County,Boulder,40.019444444444,-105.29277777778,40.094966,-105.397702,seat
08014,CO,Broomfield County,(internal point),39.953593,-105.050787,39.953593,-105.050787,internal_point
08015,CO,Chaffee County,Salida,38.5314,-105.996,38.734599,-106.300025,seat
08017,CO,Cheyenne County,Cheyenne Wells,38.8211,-102.354,38.835646,-102.601791,seat
08019,CO,Clear Creek County,Georgetown,39.7125,-105.696,39.689403,-105.670783,seat
08021,CO,Conejos County,Conejos,37.0886,-106.02,37.213406,-106.176447,seat
08023,CO,Costilla County,San Luis,37.2019,-105.422,37.277547,-105.42894,seat
08025,CO,Crowley County,Ordway,38.2197,-103.757,38.30618,-103.772736,seat
08027,CO,Custer County,Westcliffe,38.1328,-105.466,38.101996,-105.373512,seat
08029,CO,Delta County,Delta,38.7408,-108.063,38.861423,-107.865043,seat
08031,CO,Denver County,Denver,39.739166666667,-104.98472222222,39.76185,-104.881105,seat
08033,CO,Dolores County,Dove Creek,37.7661,-108.906,37.733823,-108.506219,seat
08035,CO,Douglas County,Castle Rock,39.3722,-104.856,39.325414,-104.925987,seat
08037,CO,Eagle County,Eagle,39.650555555556,-106.82722222222,39.626992,-106.695169,seat
08039,CO,Elbert County,Kiowa,39.3442,-104.463,39.315157,-104.114076,seat
08041,CO,El Paso County,Colorado Springs,38.863333333333,-104.79194444444,38.827383,-104.527472,seat
08043,CO,Fremont County,Cañon City,38.4467,-105.228,38.45517,-105.424958,seat
08045,CO,Garfield County,Glenwood Springs,39.55,-107.31666666667,39.599352,-107.90978,seat
08047,CO,Gilpin County,Central City,39.802631,-105.516782,39.861156,-105.528878,seat
08049,CO,Grand County,Hot Sulphur Springs,40.0733,-106.101,40.113065,-106.110837,seat
08051,CO,Gunnison County,Gunnison,38.544444444444,-106.92833333333,38.670499,-107.05688,seat
08053,CO,Hinsdale County,Lake City,38.0319,-107.312,37.811519,-107.383974,seat
08055,CO,Huerfano County,Walsenburg,37.626666666667,-104.78388888889,37.687815,-104.959928,seat
08057,CO,Jackson County,Walden,40.7306,-106.282,40.663432,-106.329248,seat
08059,CO,Jefferson County,Golden,39.746944444444,-105.21083333333,39.579511,-105.245462,seat
08061,CO,Kiowa County,Eads,38.4806,-102.781,38.387663,-102.756849,seat
08063,CO,Kit Carson County,Burlington,39.3042,-102.269,39.30534,-102.603023,seat
08065,CO,Lake County,Leadville,39.2472,-106.292414,39.205341,-106.350079,seat
08067,CO,La Plata County,Durango,37.2753,-107.88,37.287367,-107.839718,seat
08069,CO,Larimer County,Fort Collins,40.566666666667,-105.08333333333,40.658093,-105.486764,seat
08071,CO,Las Animas County,Trinidad,37.166666666667,-104.5,37.318831,-104.04411,seat
08073,CO,Lincoln County,Hugo,39.1336,-103.468,38.99374,-103.507555,seat
08075,CO,Logan County,Sterling,40.6256,-103.212,40.728091,-103.090464,seat
08077,CO,Mesa County,Grand Junction,39.0667,-108.567,39.019524,-108.460571,seat
08079,CO,Mineral County,Creede,37.85,-106.92638888889,37.549067,-107.003236,seat
08081,CO,Moffat County,Craig,40.5169,-107.55,40.610864,-108.217154,seat
08083,CO,Montezuma County,Cortez,37.3492,-108.579,37.338025,-108.595786,seat
08085,CO,Montrose County,Montrose,38.4769,-107.866,38.407507,-108.266282,seat
08087,CO,Morgan County,Fort Morgan,40.2533,-103.799,40.263159,-103.81221,seat
08089,CO,Otero County,La Junta,37.9814,-103.548,37.88417,-103.72126,seat
08091,CO,Ouray County,Ouray,38.0233,-107.672,38.154731,-107.78848,seat
08093,CO,Park County,Fairplay,39.2244,-105.998,39.118914,-105.717648,seat
08095,CO,Phillips County,Holyoke,40.5819,-102.301,40.594712,-102.345105,seat
08097,CO,Pitkin County,Aspen,39.192222222222,-106.82444444444,39.217541,-106.916162,seat
08099,CO,Prowers County,Lamar,38.0861,-102.619,37.958181,-102.392161,seat
08101,CO,Pueblo County,Pueblo,38.266944444444,-104.62027777778,38.162765,-104.484668,seat
08103,CO,Rio Blanco County,Meeker,40.03944,-107.91056,39.972622,-108.200716,seat
08105,CO,Rio Grande County,Del Norte,37.6789,-106.353,37.485853,-106.453128,seat
08107,CO,Routt County,Steamboat Springs,40.476388888889,-106.82666666667,40.483664,-106.987702,seat
08109,CO,Saguache County,Saguache,38.0872,-106.141,38.031651,-106.234666,seat
08111,CO,San Juan County,Silverton,37.8125,-107.66305555556,37.781049,-107.670257,seat
08113,CO,San Miguel County,Telluride,37.939153,-107.816317,38.009319,-108.427263,seat
08115,CO,Sedgwick County,Julesburg,40.988333333333,-102.26436111111,40.871568,-102.355358,seat
08117,CO,Summit County,Breckenridge,39.48165,-106.03835,39.621023,-106.137555,seat
08119,CO,Teller County,Cripple Creek,38.747294,-105.179283,38.869976,-105.187365,seat
08121,CO,Washington County,Akron,40.16139,-103.21167,39.96579,-103.209744,seat
08123,CO,Weld County,Greeley,40.416666666667,-104.7,40.555961,-104.383666,seat
08125,CO,Yuma County,Wray,40.0800971,-102.2283583,40.00077,-102.421649,seat
09110,CT,Capitol Planning Region,(internal point),41.81697,-72.575886,41.81697,-72.575886,internal_point
09120,CT,Greater Bridgeport Planning Region,(internal point),41.184558,-73.209401,41.184558,-73.209401,internal_point
09130,CT,Lower Connecticut River Valley Planning Region,(internal point),41.420307,-72.493525,41.420307,-72.493525,internal_point
09140,CT,Naugatuck Valley Planning Region,(internal point),41.518931,-73.087906,41.518931,-73.087906,internal_point
09150,CT,Northeastern Connecticut Planning Region,(internal point),41.842375,-71.972655,41.842375,-71.972655,internal_point
09160,CT,Northwest Hills Planning Region,(internal point),41.854809,-73.221494,41.854809,-73.221494,internal_point
09170,CT,South Central Connecticut Planning Region,(internal point),41.290167,-72.837024,41.290167,-72.837024,internal_point
09180,CT,Southeastern Connecticut Planning Region,(internal point),41.484769,-72.101666,41.484769,-72.101666,internal_point
09190,CT,Western Connecticut Planning Region,(internal point),41.279055,-73.44655,41.279055,-73.44655,internal_point
10001,DE,Kent County,Dover,39.161662,-75.525709,39.097088,-75.502982,seat
10003,DE,New Castle County,Wilmington,39.748333333333,-75.551388888889,39.575915,-75.644132,seat
10005,DE,Sussex County,Georgetown,38.690277777778,-75.386666666667,38.673227,-75.337024,seat
11001,DC,District of Columbia,(internal point),38.904247,-77.016517,38.904247,-77.016517,internal_point
12001,FL,Alachua County,Gainesville,29.665277777778,-82.336111111111,29.67574,-82.357221,seat
12003,FL,Baker County,Macclenny,30.280833333333,-82.122777777778,30.324442,-82.302284,seat
12005,FL,Bay County,Panama City,30.174167,-85.664167,30.15914,-85.534395,seat
12007,FL,Bradford County,Starke,29.947222222222,-82.108055555556,29.952386,-82.166698,seat
12009,FL,Brevard County,Titusville,28.591111111111,-80.82,28.298311,-80.700333,seat
12011,FL,Broward County,Fort Lauderdale,26.135833333333,-80.141944444444,26.193535,-80.476683,seat
12013,FL,Calhoun County,Blountstown,30.443055555556,-85.045277777778,30.388801,-85.197915,seat
12015,FL,Charlotte County,Punta Gorda,26.915833333333,-82.047777777778,26.906396,-82.003657,seat
12017,FL,Citrus County,Inverness,28.83582,-82.33037,28.850292,-82.595552,seat
12019,FL,Clay County,Green Cove Springs,29.992777777778,-81.683888888889,29.986584,-81.865036,seat
12021,FL,Collier County,East Naples,26.138055555556,-81.766666666667,26.118786,-81.400955,seat
12023,FL,Columbia County,Lake City,30.183333333333,-82.633333333333,30.221651,-82.623371,seat
12027,FL,DeSoto County,Arcadia,27.216666666667,-81.866666666667,27.190581,-81.806253,seat
12029,FL,Dixie County,Cross City,29.635277777778,-83.124722222222,29.552675,-83.236232,seat
12031,FL,Duval County,Jacksonville,30.316666666667,-81.65,30.335245,-81.648113,seat
12033,FL,Escambia County,Pensacola,30.421388888889,-87.217222222222,30.529998,-87.320322,seat
12035,FL,Flagler County,Bunnell,29.4675,-81.256944444444,29.474891,-81.286253,seat
12037,FL,Franklin County,Apalachicola,29.725277777778,-84.9925,29.677794,-84.815213,seat
12039,FL,Gadsden County,Quincy,30.583333333333,-84.583333333333,30.578687,-84.612607,seat
