fips,state,county,seat,lat,lon,int_lat,int_lon,point_source,capitol_drive_s,capitol_road_m,capitol_snap_m,center_drive_s,center_road_m,center_snap_m
01001,AL,Autauga County,Prattville,32.459135,-86.451305,32.532237,-86.64644,seat,54548.8,1319814.0,36.72825285,69379.7,1750893.8,36.72825285
01003,AL,Baldwin County,Bay Minette,30.883446,-87.777183,30.659218,-87.746067,seat,63608.0,1510388.0,10.65330689,74057.3,1778462.1,10.65330689
01005,AL,Barbour County,Clayton,31.877504,-85.449024,31.870253,-85.405104,seat,55635.5,1285836.3,25.28806798,76320.1,1888425.8,25.28806798
01007,AL,Bibb County,Centreville,32.95,-87.134708,33.015893,-87.127148,seat,53448.3,1280591.8,121.1154567,67110.0,1667390.3,121.1154567
01009,AL,Blount County,Oneonta,33.942222222222,-86.478888888889,33.977358,-86.56644,seat,48125.3,1155195.8,15.66123912,66690.3,1670284.3,15.66123912
01011,AL,Bullock County,Union Springs,32.14,-85.712777777778,32.101759,-85.717261,seat,54148.4,1263707.0,20.18378328,73788.8,1840999.5,20.18378328
01013,AL,Butler County,Greenville,31.831273,-86.627567,31.751667,-86.681969,seat,57265.2,1354376.9,7.875022956,72749.5,1834126.5,7.875022956
01015,AL,Calhoun County,Anniston,33.663003,-85.826664,33.770516,-85.827909,seat,48341.6,1152355.8,6.956019308,68495.5,1726081.0,6.956019308
01017,AL,Chambers County,LaFayette,32.898572,-85.400784,32.915504,-85.394032,seat,50454.0,1179776.3,24.50957267,73007.1,1800664.0,24.50957267
01019,AL,Cherokee County,Centre,34.159181,-85.674742,34.069515,-85.654242,seat,45772.2,1078727.8,102.6089295,68238.5,1622627.9,102.6089295
01021,AL,Chilton County,Clanton,32.83981,-86.628188,32.854051,-86.726607,seat,52711.5,1274472.3,4.098292364,67542.4,1705552.0,4.098292364
01023,AL,Choctaw County,Butler,32.091526,-88.220684,31.990954,-88.248889,seat,59984.4,1440860.9,44.05296462,68372.4,1691056.1,44.05296462
01025,AL,Clarke County,Grove Hill,31.706137,-87.774274,31.685521,-87.818624,seat,61743.2,1471541.3,28.77046907,71700.8,1730411.1,28.77046907
01027,AL,Clay County,Ashland,33.272206,-85.836925,33.2704,-85.863525,seat,51356.7,1196648.3,51.41832807,69923.0,1748725.1,51.41832807
01029,AL,Cleburne County,Heflin,33.643754,-85.582701,33.671964,-85.516126,seat,48793.1,1148679.9,34.49526045,69129.0,1744975.4,34.49526045
01031,AL,Coffee County,Elba,31.417263,-86.077442,31.402258,-85.989602,seat,59974.5,1389976.3,83.08653391,76628.3,1892540.8,83.08653391
01033,AL,Colbert County,Tuscumbia,34.730839,-87.702854,34.703112,-87.801457,seat,51950.2,1234194.3,22.14401605,59172.8,1480623.4,22.14401605
01035,AL,Conecuh County,Evergreen,31.435025,-86.954905,31.430926,-86.988722,seat,59406.6,1408685.6,36.09019633,74890.9,1888435.3,36.09019633
01037,AL,Coosa County,Rockford,32.888181,-86.219575,32.931445,-86.243482,seat,52381.0,1243123.8,44.25295763,69141.3,1729949.8,44.25295763
01039,AL,Covington County,Andalusia,31.309,-86.479,31.243987,-86.448721,seat,60629.0,1430270.9,20.57327132,76113.3,1910020.5,20.57327132
01041,AL,Crenshaw County,Luverne,31.7144,-86.2633,31.730311,-86.320038,seat,58657.6,1361363.4,0.7581926741,74386.0,1846078.8,0.7581926741
01043,AL,Cullman County,Cullman,34.1775,-86.8447,34.131923,-86.869267,seat,49699.1,1162966.3,37.47406711,63809.4,1583983.4,37.47406711
01045,AL,Dale County,Ozark,31.448169,-85.642009,31.430654,-85.609476,seat,59091.5,1361770.8,60.25647693,76328.3,1898168.8,60.25647693
01047,AL,Dallas County,Selma,32.416388888889,-87.024722222222,32.333526,-87.11436,seat,56411.8,1330464.8,6.967467856,70601.0,1733452.5,6.967467856
01049,AL,DeKalb County,Fort Payne,34.453829,-85.706648,34.460915,-85.804021,seat,43442.8,1045443.4,53.70471205,65829.8,1571654.3,53.70471205
01051,AL,Elmore County,Wetumpka,32.540972,-86.207726,32.597229,-86.142735,seat,54285.6,1286733.4,49.68178038,70422.0,1771392.3,49.68178038
01053,AL,Escambia County,Brewton,31.117706,-87.071164,31.122287,-87.16841,seat,61553.0,1449079.4,24.53650555,77037.3,1928829.0,24.53650555
01055,AL,Etowah County,Gadsden,34.010147,-86.010356,34.047641,-86.034263,seat,46018.5,1105938.0,22.85924858,68200.8,1721712.0,22.85924858
01057,AL,Fayette County,Fayette,33.692068,-87.832358,33.716157,-87.764292,seat,55396.6,1322659.3,54.64418158,61310.3,1538564.6,54.64418158
01059,AL,Franklin County,Russellville,34.510344,-87.728248,34.441989,-87.842814,seat,52220.3,1239918.9,37.81841148,60257.4,1519715.3,37.81841148
01061,AL,Geneva County,Geneva,31.0411132,-85.8764248,31.092382,-85.821022,seat,61523.2,1417894.8,73.9622994,78737.1,1939144.8,73.9622994
01063,AL,Greene County,Eutaw,32.840555555556,-87.889166666667,32.844497,-87.9642,seat,55294.3,1338507.5,39.59178118,65839.9,1615190.6,39.59178118
01065,AL,Hale County,Greensboro,32.70234,-87.596216,32.752796,-87.623061,seat,55967.2,1341332.9,30.84611843,67649.6,1672313.8,30.84611843
01067,AL,Henry County,Abbeville,31.566388888889,-85.251388888889,31.516978,-85.239971,seat,56699.6,1318081.5,51.68291932,78096.5,1921658.9,51.68291932
01069,AL,Houston County,Dothan,31.227222222222,-85.407222222222,31.158183,-85.296411,seat,58470.0,1357922.6,72.85555162,77936.8,1931303.1,72.85555162
01071,AL,Jackson County,Scottsboro,34.67231,-86.03415,34.764114,-85.980056,seat,44197.1,1059918.8,37.76469479,64476.8,1533591.5,37.76469479
01073,AL,Jefferson County,Birmingham,33.5175,-86.809444444444,33.553444,-86.896536,seat,49560.6,1197955.1,0.5239243939,64062.9,1623335.0,0.5239243939
01075,AL,Lamar County,Vernon,33.756414,-88.111409,33.787085,-88.087431,seat,56898.4,1351075.0,65.28889341,60832.0,1528487.8,65.28889341
01077,AL,Lauderdale County,Florence,34.820277777778,-87.662777777778,34.904168,-87.651108,seat,52257.8,1226478.8,44.15913976,60049.9,1496001.5,44.15913976
01079,AL,Lawrence County,Moulton,34.482307,-87.285621,34.529776,-87.321865,seat,50349.0,1196979.9,22.96114366,61299.3,1529253.3,22.96114366
01081,AL,Lee County,Opelika,32.647183333333,-85.389402777778,32.604064,-85.353048,seat,50605.5,1189571.0,2.824119284,72554.6,1802782.3,2.824119284
01083,AL,Limestone County,Athens,34.791666666667,-86.966666666667,34.810239,-86.981399,seat,48926.0,1160266.0,18.45386016,61794.7,1476653.3,18.45386016
01085,AL,Lowndes County,Hayneville,32.182365,-86.580468,32.147888,-86.650586,seat,56145.1,1321530.1,21.60029055,71629.4,1801279.8,21.60029055
01087,AL,Macon County,Tuskegee,32.431506,-85.706781,32.387027,-85.692887,seat,52412.9,1230289.9,37.54166826,73001.1,1830613.0,37.54166826
01089,AL,Madison County,Huntsville,34.713611111111,-86.586111111111,34.764238,-86.55108,seat,47217.8,1128049.8,36.85284972,63170.3,1493184.6,36.85284972
01091,AL,Marengo County,Linden,32.301111111111,-87.792777777778,32.247591,-87.791091,seat,58716.2,1403660.0,57.88660436,69165.9,1686774.0,57.88660436
01093,AL,Marion County,Hamilton,34.135305,-87.98898,34.138219,-87.881551,seat,54206.6,1286756.0,103.5723403,58541.0,1482105.3,103.5723403
01095,AL,Marshall County,Guntersville,34.348197,-86.294523,34.309564,-86.321668,seat,46473.8,1104099.0,14.79046222,65952.5,1552341.3,14.79046222
01097,AL,Mobile County,Mobile,30.727669444444,-88.052672222222,30.684572,-88.196568,seat,65286.1,1551512.0,238.1041418,72787.7,1746804.6,238.1041418
01099,AL,Monroe County,Monroeville,31.518075,-87.327543,31.580353,-87.383342,seat,61406.0,1453287.9,61.98990354,74309.6,1783384.5,61.98990354
01101,AL,Montgomery County,Montgomery,32.3675,-86.3,32.202881,-86.204461,seat,54276.8,1283947.9,6.026900042,70000.9,1767468.8,6.026900042
01103,AL,Morgan County,Decatur,34.580992,-86.983392,34.454484,-86.846402,seat,48816.2,1166605.0,28.35854035,62579.5,1552897.0,28.35854035
01105,AL,Perry County,Marion,32.632838,-87.317284,32.639005,-87.293827,seat,55393.8,1318397.1,24.850291,69058.3,1704191.9,24.850291
01107,AL,Pickens County,Carrollton,33.260858,-88.094452,33.2968,-88.096864,seat,56044.8,1343732.0,32.57185235,63082.7,1574355.3,32.57185235
01109,AL,Pike County,Troy,31.80196,-85.967317,31.798653,-85.941608,seat,56993.7,1342218.3,46.89914536,73647.5,1844782.8,46.89914536
01111,AL,Randolph County,Wedowee,33.308603,-85.485447,33.296461,-85.464064,seat,50739.4,1187714.0,22.73965224,70629.7,1772982.8,22.73965224
01113,AL,Russell County,Phenix City,32.472777777778,-85.02,32.289811,-85.18698,seat,51019.9,1199790.5,29.19187119,74570.6,1847552.8,29.19187119
01115,AL,St. Clair County,Pell City,33.570907,-86.273845,33.719491,-86.311327,seat,48764.7,1167456.0,76.82416017,66549.9,1680410.5,76.82416017
01117,AL,Shelby County,Columbiana,33.183545,-86.609365,33.266893,-86.661007,seat,51793.7,1236828.3,59.25899931,66773.3,1678994.0,59.25899931
01119,AL,Sumter County,Livingston,32.587332,-88.188161,32.597481,-88.200057,seat,56921.1,1377946.6,8.780758181,65887.2,1631333.5,8.780758181
01121,AL,Talladega County,Talladega,33.434728,-86.101299,33.369314,-86.17593,seat,49639.7,1177756.1,0.3327361312,67890.5,1709836.0,0.3327361312
01123,AL,Tallapoosa County,Dadeville,32.831388888889,-85.763611111111,32.863308,-85.799618,seat,52545.3,1235279.8,3.745490727,70622.7,1760907.3,3.745490727
01125,AL,Tuscaloosa County,Tuscaloosa,33.206666666667,-87.534722222222,33.29022,-87.522783,seat,53294.7,1286156.4,31.01006521,64820.9,1616471.9,31.01006521
01127,AL,Walker County,Jasper,33.842347,-87.277174,33.791558,-87.301094,seat,52361.9,1263036.4,16.22744329,61561.2,1560353.0,16.22744329
01129,AL,Washington County,Chatom,31.461666666667,-88.248055555556,31.408503,-88.212404,seat,64388.9,1520338.3,42.68753935,70896.9,1698685.4,42.68753935
01131,AL,Wilcox County,Camden,31.998851,-87.295743,31.990082,-87.304935,seat,60204.6,1400988.3,59.6008836,73093.3,1766561.9,59.6008836
01133,AL,Winston County,Double Springs,34.151642,-87.40439,34.154566,-87.365346,seat,52906.8,1239836.1,93.24332581,61635.9,1540787.3,93.24332581
04001,AZ,Apache County,St. Johns,34.501944444444,-109.37166666667,35.385084,-109.490172,seat,134804.5,3410787.0,73.66164636,60759.7,1458437.0,73.66164636
04003,AZ,Cochise County,Bisbee,31.418333333333,-109.89777777778,31.840129,-109.775163,seat,143478.0,3617016.8,5.562599534,74238.8,1749823.3,5.562599534
04005,AZ,Coconino County,Flagstaff,35.199166666667,-111.63111111111,35.829692,-111.773728,seat,139838.3,3555307.5,18.59927162,65793.5,1602957.8,18.59927162
04007,AZ,Gila County,Globe,33.399722222222,-110.78166666667,33.789618,-110.81187,seat,144085.3,3625911.5,1.88915014,70040.5,1673561.5,1.88915014
04009,AZ,Graham County,Safford,32.823055555556,-109.71444444444,32.931828,-109.87831,seat,140366.0,3546495.0,51.68079155,71126.8,1679301.5,51.68079155
04011,AZ,Greenlee County,Clifton,33.0509,-109.29618,33.238872,-109.242323,seat,139807.3,3526677.3,40.27416427,70568.1,1659483.9,40.27416427
04012,AZ,La Paz County,Parker,34.15,-114.28888888889,33.72761,-114.038806,seat,155116.1,3947063.8,0.6458294839,81071.3,1994713.8,0.6458294839
04013,AZ,Maricopa County,Phoenix,33.448333333333,-112.07388888889,33.345176,-112.49893,seat,148276.0,3708588.0,11.11903816,74231.2,1756238.0,11.11903816
04015,AZ,Mohave County,Kingman,35.208333333333,-114.025,35.717705,-113.749689,seat,148402.3,3786886.0,9.208860142,74357.5,1834536.0,9.208860142
04017,AZ,Navajo County,Holbrook,34.907222222222,-110.16277777778,35.390785,-110.321025,seat,134256.7,3409861.5,23.85262843,60211.9,1457511.5,23.85262843
04019,AZ,Pima County,Tucson,32.221666666667,-110.92638888889,32.128038,-111.783657,seat,144201.3,3671735.3,3.771463797,74962.1,1804541.8,3.771463797
04021,AZ,Pinal County,Florence,33.038611111111,-111.38694444444,32.918521,-111.366339,seat,148670.5,3713158.0,1.109049019,74625.7,1760808.0,1.109049019
04023,AZ,Santa Cruz County,Nogales,31.353888888889,-110.93916666667,31.525733,-110.845228,seat,146966.0,3715065.3,202.8028782,77726.8,1847871.8,202.8028782
04025,AZ,Yavapai County,Prescott,34.5400242,-112.4685025,34.631071,-112.577225,seat,146089.7,3704828.5,8.876451827,72044.9,1752478.8,8.876451827
04027,AZ,Yuma County,Yuma,32.692222222222,-114.61527777778,32.773942,-113.910905,seat,158680.4,4054253.3,5.068806872,86179.3,2109980.5,5.068806872
05001,AR,Arkansas County,DeWitt,34.291388888889,-91.336944444444,34.28957,-91.376547,seat,67679.9,1642458.8,27.7356627,46076.2,1158303.1,27.7356627
05003,AR,Ashley County,Hamburg,33.2275,-91.798333333333,33.190835,-91.772267,seat,72714.6,1729044.6,38.18540791,48233.9,1224106.8,38.18540791
05005,AR,Baxter County,Mountain Home,36.336111111111,-92.382222222222,36.280268,-92.329949,seat,70630.8,1661252.3,7.989987202,38481.0,880777.3,7.989987202
05007,AR,Benton County,Bentonville,36.366666666667,-94.213333333333,36.337819,-94.256298,seat,78931.0,1883306.0,35.73656234,30364.2,711657.6,35.73656234
05009,AR,Boone County,Harrison,36.237222222222,-93.113611111111,36.304299,-93.079236,seat,74262.7,1742184.3,9.799849144,34944.2,801452.8,9.799849144
05011,AR,Bradley County,Warren,33.6125,-92.066666666667,33.466549,-92.169156,seat,71090.2,1727923.5,8.81563066,46197.6,1177678.3,8.81563066
05013,AR,Calhoun County,Hampton,33.536944444444,-92.465555555556,33.56046,-92.513879,seat,72592.4,1758937.0,55.94802796,46861.1,1182168.5,55.94802796
05015,AR,Carroll County,Eureka Springs,36.4031,-93.7383,36.33737,-93.540972,seat,77542.0,1811148.9,1.233742322,33463.7,772811.8,1.233742322
05017,AR,Chicot County,Lake Village,33.331666666667,-91.283611111111,33.267139,-91.297158,seat,70636.8,1679042.8,32.28091066,49251.2,1241444.0,32.28091066
05019,AR,Clark County,Arkadelphia,34.121666666667,-93.066111111111,34.053316,-93.176208,seat,70887.1,1741519.8,18.64355847,42964.8,1045932.0,18.64355847
05021,AR,Clay County,Piggott,36.3839,-90.1928,36.367302,-90.418704,seat,60460.6,1451043.4,4.555344536,45984.0,1038198.0,4.555344536
05023,AR,Cleburne County,Heber Springs,35.494444444444,-92.039166666667,35.593628,-92.008898,seat,68335.6,1629368.6,41.16253899,42209.6,1054249.8,41.16253899
05025,AR,Cleveland County,Rison,33.957222222222,-92.189722222222,33.893201,-92.188714,seat,69785.2,1697910.3,21.90529703,44411.2,1136334.6,21.90529703
05027,AR,Columbia County,Magnolia,33.27389,-93.23333,33.223038,-93.232843,seat,75566.0,1853974.3,36.29427342,45919.3,1124526.3,36.29427342
05029,AR,Conway County,Morrilton,35.156388888889,-92.741944444444,35.26569,-92.689249,seat,69367.5,1703158.9,19.72278789,37495.2,959765.4,19.72278789
05031,AR,Craighead County,Lake City,35.8178,-90.44,35.827729,-90.631421,seat,62157.4,1497976.3,31.10556795,47051.0,1055839.3,31.10556795
05033,AR,Crawford County,Van Buren,35.444444444444,-94.346666666667,35.582959,-94.236193,seat,75493.5,1865194.3,24.51968568,31654.6,797861.4,24.51968568
05035,AR,Crittenden County,Marion,35.206111111111,-90.201666666667,35.197559,-90.30512,seat,59006.0,1432167.5,39.72374086,48077.7,1237098.0,39.72374086
05037,AR,Cross County,Wynne,35.2275,-90.7894,35.285692,-90.763984,seat,61617.9,1492681.8,32.9892713,46220.3,1163750.1,32.9892713
05039,AR,Dallas County,Fordyce,33.814722222222,-92.414444444444,33.967823,-92.653999,seat,70964.5,1724813.5,16.88947076,45230.9,1148044.9,16.88947076
05041,AR,Desha County,Napoleon,33.795638888889,-91.107111111111,33.828752,-91.244103,seat,73446.4,1725291.3,1631.54389,50493.5,1220518.5,1631.54389
05043,AR,Drew County,Monticello,33.627222222222,-91.793888888889,33.587242,-91.722778,seat,71096.3,1725367.1,44.19098329,46330.1,1178172.8,44.19098329
05045,AR,Faulkner County,Conway,35.087222222222,-92.453333333333,35.146548,-92.336928,seat,68209.5,1672443.4,53.28959096,38711.6,991699.7,53.28959096
05047,AR,Franklin County,Charleston,35.298611111111,-94.040833333333,35.508558,-93.887665,seat,75670.0,1855305.3,2.440803617,33465.0,825025.9,2.440803617
05049,AR,Fulton County,Salem,36.370555555556,-91.823888888889,36.381322,-91.819285,seat,68102.9,1603722.6,14.71694038,40091.6,905830.9,14.71694038
05051,AR,Garland County,Hot Springs,34.503611111111,-93.055277777778,34.578852,-93.146932,seat,70261.6,1716560.9,5.546195995,40599.3,993249.8,5.546195995
05053,AR,Grant County,Sheridan,34.307041666667,-92.401263888889,34.285568,-92.422979,seat,68773.6,1683463.8,19.01324718,42684.7,1089849.8,19.01324718
05055,AR,Greene County,Paragould,36.056944444444,-90.503055555556,36.120607,-90.566346,seat,60990.1,1474216.1,37.02215563,46059.7,1032388.1,37.02215563
05057,AR,Hempstead County,Hope,33.667778,-93.592222,33.735953,-93.664355,seat,73431.5,1809069.3,11.21139492,43907.5,1088501.0,11.21139492
05059,AR,Hot Spring County,Malvern,34.363888888889,-92.810833333333,34.315177,-92.944147,seat,69517.4,1703397.3,4.906002117,42030.7,1026937.0,4.906002117
05061,AR,Howard County,Nashville,33.9419,-93.8481,34.083064,-93.990931,seat,74636.2,1836102.8,32.36306499,41934.4,1031265.1,32.36306499
05063,AR,Independence County,Batesville,35.773611111111,-91.641388888889,35.737499,-91.559942,seat,67396.4,1618407.3,15.08958935,43817.8,993139.7,15.08958935
05065,AR,Izard County,Melbourne,36.059722222222,-91.894444444444,36.094879,-91.913625,seat,69358.8,1620758.5,50.64410235,42429.2,947249.9,50.64410235
05067,AR,Jackson County,Newport,35.611944444444,-91.262222222222,35.596467,-91.223205,seat,65196.5,1558445.6,182.7307205,44675.0,1134367.0,182.7307205
05069,AR,Jefferson County,Pine Bluff,34.228444444444,-92.003194444444,34.277239,-91.929673,seat,68117.2,1657562.8,13.73296613,43265.4,1105460.1,13.73296613
05071,AR,Johnson County,Clarksville,35.463888888889,-93.477222222222,35.573359,-93.466322,seat,72253.0,1782089.6,37.1690123,34493.4,879181.5,37.1690123
05073,AR,Lafayette County,Lewisville,33.360555555556,-93.579444444444,33.240629,-93.611514,seat,75545.1,1846714.0,26.96441849,44296.1,1088032.4,26.96441849
05075,AR,Lawrence County,Walnut Ridge,36.0725,-90.9569,36.041098,-91.101153,seat,62920.2,1516429.4,53.4761171,44143.6,990259.3,53.4761171
05077,AR,Lee County,Marianna,34.773888888889,-90.765,34.779505,-90.779717,seat,62774.4,1517542.5,38.10279991,46952.7,1184038.6,38.10279991
05079,AR,Lincoln County,Star City,33.940833333333,-91.8425,33.956385,-91.742355,seat,69614.7,1691905.4,54.5814859,44848.5,1144711.1,54.5814859
05081,AR,Little River County,Ashdown,33.673333333333,-94.127222222222,33.701941,-94.236287,seat,76274.5,1873572.0,35.84331801,42317.2,1033973.3,35.84331801
05083,AR,Logan County,Booneville,35.139722222222,-93.921388888889,35.218654,-93.72091,seat,75691.9,1830946.6,45.96865857,34588.8,847865.5,45.96865857
05085,AR,Lonoke County,Lonoke,34.7842,-91.9008,34.755114,-91.894132,seat,65149.0,1595273.3,15.75537079,41725.9,1068342.8,15.75537079
05087,AR,Madison County,Huntsville,36.089722222222,-93.735,36.012545,-93.724053,seat,77822.9,1816987.8,21.25962236,33329.7,815243.4,21.25962236
05089,AR,Marion County,Yellville,36.2297,-92.6853,36.266664,-92.678577,seat,72020.3,1695670.8,22.01206003,37053.4,848429.8,22.01206003
05091,AR,Miller County,Texarkana,33.433055555556,-94.020555555556,33.305505,-93.901502,seat,75387.8,1858757.6,48.83895902,42323.7,1042292.6,48.83895902
05093,AR,Mississippi County,Blytheville,35.930833333333,-89.913888888889,35.766944,-90.052207,seat,59402.7,1435087.8,4.882134883,48342.0,1147343.5,4.882134883
05095,AR,Monroe County,Clarendon,34.694166666667,-91.308333333333,34.679512,-91.20331,seat,64348.8,1554611.8,41.72381116,45282.8,1142453.8,41.72381116
05097,AR,Montgomery County,Mount Ida,34.5539,-93.6306,34.545656,-93.664153,seat,72790.1,1774370.0,41.34624209,38048.8,935398.3,41.34624209
05099,AR,Nevada County,Prescott,33.8025,-93.381944444444,33.666699,-93.305072,seat,72539.2,1785304.3,48.43161516,44178.0,1084973.1,48.43161516
05101,AR,Newton County,Jasper,36.0086,-93.1856,35.910742,-93.215898,seat,75557.7,1765684.4,26.58388593,36677.8,833220.4,26.58388593
05103,AR,Ouachita County,Camden,33.570833333333,-92.835,33.591168,-92.878413,seat,73214.6,1775744.9,68.50293892,47376.3,1170315.1,68.50293892
05105,AR,Perry County,Perryville,35.0058,-92.8031,34.946363,-92.926877,seat,70118.6,1699597.8,28.29268038,38756.6,983725.8,28.29268038
05107,AR,Phillips County,Helena-West Helena,34.529166666667,-90.59,34.423687,-90.855593,seat,63483.5,1521081.9,1.193563241,48562.2,1218639.8,1.193563241
05109,AR,Pike County,Murfreesboro,34.0664,-93.6892,34.158191,-93.658659,seat,74618.9,1807730.9,56.04200578,42530.8,1008676.6,56.04200578
05111,AR,Poinsett County,Harrisburg,35.5642,-90.7222,35.56887,-90.681104,seat,62251.5,1505452.5,18.20411348,47080.8,1176379.0,18.20411348
05113,AR,Polk County,Mena,34.582222222222,-94.239166666667,34.49096,-94.230894,seat,76655.7,1839664.6,15.9625028,37093.0,894845.5,15.9625028
05115,AR,Pope County,Russellville,35.2783,-93.1369,35.456557,-93.026818,seat,70823.2,1742626.4,31.96948906,36051.5,918804.0,31.96948906
05117,AR,Prairie County,DeValls Bluff,34.784722222222,-91.460277777778,34.831116,-91.55362,seat,63881.0,1557743.8,68.39575059,43483.7,1111978.3,68.39575059
05119,AR,Pulaski County,Little Rock,34.744444444444,-92.288055555556,34.770311,-92.312996,seat,66708.0,1634014.1,1.121280691,40519.3,1037274.3,1.121280691
05121,AR,Randolph County,Pocahontas,36.2636,-90.9733,36.341298,-91.028441,seat,63431.9,1502928.5,37.27921527,43515.7,983006.9,37.27921527
05123,AR,St. Francis County,Forrest City,35.01,-90.7875,35.022838,-90.751506,seat,61179.6,1489361.3,41.5607198,45734.1,1176563.8,41.5607198
05125,AR,Saline County,Benton,34.570833333333,-92.576944444444,34.648525,-92.674463,seat,68179.4,1668344.5,29.36220519,41626.2,1064246.1,29.36220519
05127,AR,Scott County,Waldron,34.899166666667,-94.091388888889,34.858869,-94.063641,seat,76210.2,1848008.3,7.656925493,34749.5,861321.5,7.656925493
05129,AR,Searcy County,Marshall,35.90972,-92.63611,35.896387,-92.695888,seat,73374.0,1719486.4,7.96976537,38467.8,868123.0,7.96976537
05131,AR,Sebastian County,Greenwood,35.215555555556,-94.253333333333,35.196981,-94.274989,seat,77144.4,1899569.3,25.52312672,32833.2,814812.0,25.52312672
05133,AR,Sevier County,De Queen,34.04,-94.341944444444,33.994877,-94.243279,seat,76470.6,1860250.4,23.51582294,39408.9,977599.3,23.51582294
05135,AR,Sharp County,Ash Flat,36.231111111111,-91.609166666667,36.173399,-91.471069,seat,66993.9,1576971.3,60.59896821,41373.1,934806.8,60.59896821
05137,AR,Stone County,Mountain View,35.865,-92.108611111111,35.857001,-92.140482,seat,70185.6,1668100.6,19.97057369,41857.1,929714.3,19.97057369
05139,AR,Union County,El Dorado,33.213611111111,-92.6625,33.168219,-92.598145,seat,74524.4,1808859.0,33.94119121,48353.6,1181846.0,33.94119121
05141,AR,Van Buren County,Clinton,35.586388888889,-92.457777777778,35.582953,-92.515976,seat,71027.4,1674752.8,49.17425867,40856.1,913783.6,49.17425867
05143,AR,Washington County,Fayetteville,36.076388888889,-94.160833333333,35.978001,-94.217269,seat,77846.1,1927883.4,20.81872081,31570.3,781029.0,20.81872081
05145,AR,White County,Searcy,35.246944444444,-91.733611111111,35.255118,-91.753034,seat,65553.1,1584406.3,23.96561155,42349.7,1071020.3,23.96561155
05147,AR,Woodruff County,Augusta,35.286388888889,-91.360833333333,35.192777,-91.244535,seat,63790.6,1543524.3,35.11083882,43820.3,1108537.0,35.11083882
05149,AR,Yell County,Dardanelle,35.2225,-93.160277777778,34.997713,-93.408303,seat,71110.5,1749532.5,41.321382,36377.4,926328.3,41.321382
06001,CA,Alameda County,Oakland,37.8,-122.25,37.647139,-121.912488,seat,178091.1,4528716.0,3.5882618,96531.2,2531391.5,3.5882618
06003,CA,Alpine County,Markleeville,38.695,-119.78027777778,38.621783,-119.798352,seat,167738.6,4265710.0,7.131910571,86178.7,2268385.8,7.131910571
06005,CA,Amador County,Jackson,38.348888888889,-120.77416666667,38.443549,-120.653858,seat,173715.0,4377906.0,4.557080657,92155.1,2380581.0,4.557080657
06007,CA,Butte County,Oroville,39.513611111111,-121.55666666667,39.665336,-121.603209,seat,173795.1,4410335.0,6.697656546,92235.2,2413010.0,6.697656546
06009,CA,Calaveras County,San Andreas,38.196111111111,-120.68055555556,38.191068,-120.554107,seat,175115.6,4402665.0,4.2266856,93555.7,2405340.5,4.2266856
06011,CA,Colusa County,Colusa,39.214444444444,-122.00944444444,39.177739,-122.237563,seat,174592.0,4419790.0,6.950966018,93032.1,2422465.3,6.950966018
06013,CA,Contra Costa County,Martinez,38.019444444444,-122.13416666667,37.919479,-121.951543,seat,176729.4,4495530.0,5.218662866,95169.5,2498205.3,5.218662866
06015,CA,Del Norte County,Crescent City,41.756111111111,-124.20166666667,41.749903,-123.980998,seat,193064.8,4838215.0,4.39400529,111504.9,2840890.8,4.39400529
06017,CA,El Dorado County,Placerville,38.729722222222,-120.79861111111,38.785612,-120.534225,seat,172608.0,4350769.0,14.0282361,91048.1,2353444.8,14.0282361
06019,CA,Fresno County,Fresno,36.781666666667,-119.79222222222,36.761006,-119.655019,seat,177632.5,4507339.0,37.73360651,97635.4,2462049.0,37.73360651
06021,CA,Glenn County,Willows,39.524444444444,-122.19361111111,39.602546,-122.4017,seat,176881.4,4461897.0,25.87251796,95321.5,2464572.0,25.87251796
06023,CA,Humboldt County,Eureka,40.801944444444,-124.16361111111,40.706655,-123.926176,seat,188155.2,4734175.0,12.94967271,106595.3,2736850.5,12.94967271
06025,CA,Imperial County,El Centro,32.792,-115.5630514,33.040814,-115.3554,seat,162564.6,4150659.8,24.51347829,90063.5,2206387.0,24.51347829
06027,CA,Inyo County,Independence,36.802777777778,-118.2,36.56216,-117.404209,seat,170224.1,4262166.0,11.87800387,88664.2,2264841.0,11.87800387
06029,CA,Kern County,Bakersfield,35.373333333333,-119.01888888889,35.346629,-118.729506,seat,170354.5,4327914.0,3.634789473,90357.4,2282624.0,3.634789473
06031,CA,Kings County,Hanford,36.3275,-119.64555555556,36.072478,-119.81553,seat,175968.0,4465376.0,28.41169543,95970.9,2420085.8,28.41169543
06033,CA,Lake County,Lakeport,39.043055555556,-122.91583333333,39.108009,-122.745217,seat,180726.2,4538882.0,11.54598439,99166.3,2541557.0,11.54598439
06035,CA,Lassen County,Susanville,40.417222222222,-120.64611111111,40.715287,-120.621223,seat,169056.2,4317294.0,40.2209711,87496.3,2319969.5,40.2209711
06037,CA,Los Angeles County,Los Angeles,34.05223,-118.24368,34.196398,-118.261862,seat,168982.5,4303525.0,15.87358126,88985.4,2258235.3,15.87358126
06039,CA,Madera County,Madera,36.961388888889,-120.06083333333,37.209821,-119.749802,seat,178717.9,4535962.5,8.472962217,98720.8,2490672.5,8.472962217
